_identifiers-1	_parent_digital_objects-1.identifier	_digital_object_type.string_key	Master assets filenames	_import_file.original_file_path	_import_file.import_path	_import_file.import_type	Service (Mezzanine) assets filenames	_import_file.service_copy_import_path	_import_file.service_copy_import_type	Access (Streaming) assets filenames	_import_file.access_copy_import_path	_project.string_key	_publish	_publish_targets-1.string_key	_restrictions.restricted_size_image	abstract-1:abstract_value	accession_number-1:accession_number_value	alternative_title-1:alternative_title_value	archivesspace_identifier-1:archivesspace_identifier_value	clio_identifier-1:clio_identifier_value	collection-1:collection_term.value	collection-1:collection_term.uri	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-1:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-2:collection_archival_series_part_level	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_title	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_type	collection-1:collection_archival_series-1:collection_archival_series_part-3:collection_archival_series_part_level	coordinates-1:coordinates_value	copyright_note-1:copyright_note_value	culture-1:culture_term.value	date_created_textual-1:date_created_textual_value	date_created-1:date_created_start_value	date_created-1:date_created_end_value	date_created-1:date_created_type	date_created-1:date_created_key_date	digital_origin-1:digital_origin_value	embargo_release_date-1:embargo_release_date_value	extent-1:extent_value	extent-2:extent_value	form-1:form_term.value	frequency-1:frequency_term.authority	genre-1:genre_term.value	internal_note-1:internal_note_value	internal_note-2:internal_note_value	internal_note-3:internal_note_value	internal_note-4:internal_note_value	internal_note-5:internal_note_value	internal_note-6:internal_note_value	internal_note-7:internal_note_value	internal_note-8:internal_note_value	internal_note-9:internal_note_value	language-1:language_term.value	location-1:location_term.value	location-1:location_term.uri	location-1:location_shelf_location-1:location_shelf_location_box_number	location-1:location_shelf_location-1:location_shelf_location_folder_number	location-1:location_shelf_location-1:location_shelf_location_free_text	location-1:location_shelf_location-1:location_shelf_location_item_number	location-1:location_sublocation	name-1:name_term.value	name-1:name_usage_primary	note-1:note_type	note-1:note_value	note-2:note_type	note-2:note_value	note-3:note_type	note-3:note_value	note-4:note_type	note-4:note_value	note-5:note_type	note-5:note_value	note-6:note_type	note-6:note_value	note-7:note_type	note-7:note_value	note-8:note_type	note-8:note_value	note-9:note_type	note-9:note_value	note-10:note_type	note-10:note_value	note_derived_from-1:note_derived_from_value	object_in_context_url-1:object_in_context_url_value	omeka_identifier-1:omeka_identifier_value	order_number-1:order_number_value	place_of_origin-1:place_of_origin_value	publish_note-1:publish_note_value	publisher-1:publisher_value	restriction_on_access-1:restriction_on_access_value	restriction_on_access-1:restriction_on_access_location-1:restriction_on_access_location_term.value	restriction_on_access-2:restriction_on_access_affiliation-1:restriction_on_access_affiliation_value	restriction_on_access-2:restriction_on_access_value	series-1:series_title	series-1:series_issn	series-1:series_number	subject_geographic-1:subject_geographic_term.value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_country_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_region_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_state_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_area-1:subject_hierarchical_geographic_area_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_county_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_borough_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_city-1:subject_hierarchical_geographic_city_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_neighborhood_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_zip_code_text_value	subject_hierarchical_geographic-1:subject_hierarchical_geographic_street-1:subject_hierarchical_geographic_street_value	subject_name-1:subject_name_term.value	subject_title-1:subject_title_term.value	subject_topic-1:subject_topic_term.value	table_of_contents_value	title-1:title_non_sort_portion	title-1:title_sort_portion	type_of_resource-1:type_of_resource_value	use_and_reproduction-1:use_and_reproduction_term.value
RBML_BobFass_11749061_BF0313_01_001	RBML_BobFass_11749061_BF0313_01	asset	RBML_BobFass_11749061_BF0313_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0313/Master/RBML_BobFass_11749061_BF0313_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0313/Master/RBML_BobFass_11749061_BF0313_01_01_m.wav	external	RBML_BobFass_11749061_BF0313_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0313/Service/RBML_BobFass_11749061_BF0313_01_01_s.wav	external	RBML_BobFass_11749061_BF0313_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0313/Streaming/RBML_BobFass_11749061_BF0313_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: WFMU #1		Parallel title: Unbetitelt															Copyright for this file is very complicated							reformatted digital		00:37:54.48	38 minutes				Barcode: PRES007536	Physical object sequence number: 1444 ; Number of physical objects in title: 8			Year digitized: 2019															BF number	BF0313	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0313/Master/RBML_BobFass_11749061_BF0313_01_01_master.wav	https://example.org/cul-omeka/019	cul-omeka/019	cul:pdcd:customOrder_019		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 May 22		In copyright
RBML_BobFass_11749061_BF3342_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Phone calls about disastrous social conditions	cul:artProperties_1987.020		cul:as:id_020	8276950	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.1: Radio Unnameable, 1963-1969	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Showa;Euboean (Greek regional culture)	1967 April 10 - 1999 December 31	1967-04-10	1999-12-31		TRUE	reformatted digital		01:18:20.757	78 minutes	sound recordings;mixed materials	Quarterly	Radio call-in shows;Popular music radio programs	Barcode: CCOH100200				Year digitized: 2019		Box label crossed out; possibly parts 3 & 4		Transfer note: FASS-1077B (FASS-3055 is part of this tape)	English	Rare Book & Manuscript Library, Columbia University		Box 105	testSet_Folder_020	1967 BOX 9	testSet_BF0020	Archives	Fass, Bob, 1933---Host--Former owner;Grossman, Albert--Speaker	TRUE	BF number	BF3342	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references				cul:pdcd:customOrder_020	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	20	Paris (France);Sukhothai (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Braheny, John, 1938-;Brand, Stewart;Brandt, Chris;Brecht, Bertolt, 1898-1956	Vonnegut, Kurt. Breakfast of champions;Subotnick, Morton. It begins--	Hippies;Actors;Lounge music			Radio Unnameable 1967 April 10	sound recording	In copyright
RBML_BobFass_11749061_BF3342_01_001	RBML_BobFass_11749061_BF3342_01	asset	RBML_BobFass_11749061_BF3342_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3342/Master/RBML_BobFass_11749061_BF3342_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3342/Master/RBML_BobFass_11749061_BF3342_01_01_m.wav	external	RBML_BobFass_11749061_BF3342_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3342/Service/RBML_BobFass_11749061_BF3342_01_01_s.wav	external	RBML_BobFass_11749061_BF3342_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3342/Streaming/RBML_BobFass_11749061_BF3342_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Phone calls about disastrous social conditions																	Copyright for this file is very complicated							reformatted digital		01:18:20.757	78 minutes				Barcode: CCOH100200				Year digitized: 2019		Box label crossed out; possibly parts 3 & 4		Transfer note: FASS-1077B (FASS-3055 is part of this tape)											BF number	BF3342	Original format	"1/4"" open-reel audio"	Dimensions	"10.5"" reel"	Base material	Acetate	Acquisition	Gift of Bob Fass									Bibliography	Includes no bibliographical references	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF3342/Master/RBML_BobFass_11749061_BF3342_01_01_master.wav	https://example.org/cul-omeka/020	cul-omeka/020	cul:pdcd:customOrder_020		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1967 April 10		In copyright
RBML_BobFass_11749061_BF1953_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Readings from January 7, 1998	cul:artProperties_1987.021		cul:as:id_021	8276951	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Asuka;Geometric (Greek culture or style)	circa 1976 June 28 - 1999 December 31	1976-06-28	1999-12-31	approximate	TRUE	reformatted digital		00:54:49.770	55 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES019330				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 59	testSet_Folder_021		testSet_BF0021	Archives	Fass, Bob, 1933---Host--Former owner;Guillery, Adrian, 1940---Performer	TRUE	BF number	BF1953	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_021	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	21	Bangkok (Thailand);Phra Nakhon Si Ayutthaya (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Breeh, Jeff;Breslin, Jimmy;Bright Lights (Musical group : Goldberg, Simmons);British Broadcasting Corporation	Midnight Blue (Television program);Subotnick, Morton. Jacob's room	Traffic regulations;Higher education and state;Transportation--Law and legislation;Protest movements;Transsexuals;Antiquities;New media art	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 June 28	sound recording	In copyright
RBML_BobFass_11749061_BF1953_01_001	RBML_BobFass_11749061_BF1953_01	asset	RBML_BobFass_11749061_BF1953_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1953/Master/RBML_BobFass_11749061_BF1953_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1953/Master/RBML_BobFass_11749061_BF1953_01_01_m.wav	external	RBML_BobFass_11749061_BF1953_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1953/Service/RBML_BobFass_11749061_BF1953_01_01_s.wav	external	RBML_BobFass_11749061_BF1953_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1953/Streaming/RBML_BobFass_11749061_BF1953_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Readings from January 7, 1998																	Copyright for this file is very complicated							reformatted digital		00:54:49.770	55 minutes				Barcode: PRES019330				Year digitized: 2019															BF number	BF1953	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1953/Master/RBML_BobFass_11749061_BF1953_01_01_master.wav	https://example.org/cul-omeka/021	cul-omeka/021	cul:pdcd:customOrder_021		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 June 28		In copyright
RBML_BobFass_11749061_BF0303_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Ken Simon Live, Joanie Fritz	cul:artProperties_1987.022		cul:as:id_022	8276952	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Nara;Early Geometric	1976 July 03 - 1999 December 31?	1976-07-03	1999-12-31	questionable	TRUE	reformatted digital		00:30:04.970	30 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES007293				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 8	testSet_Folder_022	1976 Box 10	testSet_BF0022	Archives	Fass, Bob, 1933---Host--Former owner	TRUE	BF number	BF0303	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_022	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	22	Central Park (New York, N.Y.);Chanthaburi (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Brock, Alice May, 1941-;Brockett, Jaime;Bromberg, David, 1945-;Brooks, Don, 1947-2000	Vonnegut, Kurt. Cat's cradle;Subotnick, Morton. Jacob's room (2010)	Performing arts;Trials;Drugs;Left-wing extremists;Genocide;Popular culture;Advertising--Telecommunication;Currency question			Radio Unnameable 1976 July 03	sound recording	In copyright
RBML_BobFass_11749061_BF0303_01_001	RBML_BobFass_11749061_BF0303_01	asset	RBML_BobFass_11749061_BF0303_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0303/Master/RBML_BobFass_11749061_BF0303_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0303/Master/RBML_BobFass_11749061_BF0303_01_01_m.wav	external	RBML_BobFass_11749061_BF0303_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0303/Service/RBML_BobFass_11749061_BF0303_01_01_s.wav	external	RBML_BobFass_11749061_BF0303_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0303/Streaming/RBML_BobFass_11749061_BF0303_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Summary provided during digitization: Ken Simon Live, Joanie Fritz																	Copyright for this file is very complicated							reformatted digital		00:30:04.970	30 minutes				Barcode: PRES007293				Year digitized: 2019															BF number	BF0303	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF0303/Master/RBML_BobFass_11749061_BF0303_01_01_master.wav	https://example.org/cul-omeka/022	cul-omeka/022	cul:pdcd:customOrder_022		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 July 03		In copyright
RBML_BobFass_11749061_BF1300_01		item										TBM	TRUE	DLC	Not applicable to sound recording	"Summary provided during digitization: Pre-July 4th, 1976. Host Stacey Ann has a group of callers on the line. They talk about the need for political activism and what they can do during the Bicentennial celebration. ""Marry an American"" and ""Me"" from the musical ""Boy Meets Boy"" play. Over another song from the musical, Stacey Ann gives a positive review of ""Boy Meets Boy."" ""It’s a Dolly,"" ""What Do I Care,"" and another song from the musical play. ""Carey"" by Joni Mitchell and ""Baby, Take a Bow"" play."	cul:artProperties_1987.023		cul:as:id_023	8276953	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Heian;Middle Geometric	1976 July 03 - 1999 December 31	1976-07-03	1999-12-31	inferred	TRUE	reformatted digital		00:33:15.690	33 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES010723		Notes on quality and contents: Lower volume from 8-9min. Period of silence at 15min in, original to tape.		Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 36	testSet_Folder_023		testSet_BF0023	Archives	Fass, Bob, 1933---Host--Former owner	TRUE	BF number	BF1300	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass					Language	English; interview portion is in Quechua with simultaneous English interpretation								cul:pdcd:customOrder_023	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	23	Mount Vernon (Va. : Estate);Trat (Thailand)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Brown, Pendleton;Brown, Sam, 1943-;Bruce, Lenny;Brussell, Mae, 1922-1988	Vonnegut, Kurt. Deadeye Dick;Subotnick, Morton. Key to songs	World War (1939-1945);Trials (Impeachment);Drugs--Law and legislation;Healing	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 July 03	sound recording	In copyright
RBML_BobFass_11749061_BF1300_01_001	RBML_BobFass_11749061_BF1300_01	asset	RBML_BobFass_11749061_BF1300_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1300/Master/RBML_BobFass_11749061_BF1300_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1300/Master/RBML_BobFass_11749061_BF1300_01_01_m.wav	external	RBML_BobFass_11749061_BF1300_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1300/Service/RBML_BobFass_11749061_BF1300_01_01_s.wav	external	RBML_BobFass_11749061_BF1300_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1300/Streaming/RBML_BobFass_11749061_BF1300_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	"Summary provided during digitization: Pre-July 4th, 1976. Host Stacey Ann has a group of callers on the line. They talk about the need for political activism and what they can do during the Bicentennial celebration. ""Marry an American"" and ""Me"" from the musical ""Boy Meets Boy"" play. Over another song from the musical, Stacey Ann gives a positive review of ""Boy Meets Boy."" ""It’s a Dolly,"" ""What Do I Care,"" and another song from the musical play. ""Carey"" by Joni Mitchell and ""Baby, Take a Bow"" play."																	Copyright for this file is very complicated							reformatted digital		00:33:15.690	33 minutes				Barcode: PRES010723		Notes on quality and contents: Lower volume from 8-9min. Period of silence at 15min in, original to tape.		Year digitized: 2019															BF number	BF1300	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass					Language	English; interview portion is in Quechua with simultaneous English interpretation					/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF1300/Master/RBML_BobFass_11749061_BF1300_01_01_master.wav	https://example.org/cul-omeka/023	cul-omeka/023	cul:pdcd:customOrder_023		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 July 03		In copyright
RBML_BobFass_11749061_BF2560_01		item										TBM	TRUE	DLC	Not applicable to sound recording		cul:artProperties_1987.024		cul:as:id_024	8276954	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Kamakura;Late Geometric	1976 July 17 - 1999 December 31	1976-07-17	1999-12-31		TRUE	reformatted digital		00:40:12.117	40 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: CCOH023957				Year digitized: 2019	Condition note: Dirt and/or mold				English	Rare Book & Manuscript Library, Columbia University		Box 75	testSet_Folder_024	1976 Box 4	testSet_BF0024	Archives	Fass, Bob, 1933---Host--Former owner;Hawkins, Screamin' Jay--Actor	TRUE	BF number	BF2560	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_024	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	24	Broadway (New York, N.Y.);Luang Prabang (Laos)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Bryant, Barry, 1940-;Buckholtz, Felton;Buffalo Chips Band;Burman, Martin	Vonnegut, Kurt. Galapagos;Subotnick, Morton. Lamination, no. 1	Radio journalists;Blues (Music);Clarinet music;Tuition;Unemployment;Housing;Chicago Seven Trial (Illinois : 1969-1970);Narcotic laws			Radio Unnameable 1976 July 17	sound recording	In copyright
RBML_BobFass_11749061_BF2560_01_001	RBML_BobFass_11749061_BF2560_01	asset	RBML_BobFass_11749061_BF2560_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2560/Master/RBML_BobFass_11749061_BF2560_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2560/Master/RBML_BobFass_11749061_BF2560_01_01_m.wav	external	RBML_BobFass_11749061_BF2560_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2560/Service/RBML_BobFass_11749061_BF2560_01_01_s.wav	external	RBML_BobFass_11749061_BF2560_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2560/Streaming/RBML_BobFass_11749061_BF2560_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording																		Copyright for this file is very complicated							reformatted digital		00:40:12.117	40 minutes				Barcode: CCOH023957				Year digitized: 2019	Condition note: Dirt and/or mold														BF number	BF2560	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2560/Master/RBML_BobFass_11749061_BF2560_01_01_master.wav	https://example.org/cul-omeka/024	cul-omeka/024	cul:pdcd:customOrder_024		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 July 17		In copyright
RBML_BobFass_11749061_BF2305_01		item										TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Marshall Efron and Wavy Gravy, guests; phone calls on Jimmy Carter, Bela Lugosi	cul:artProperties_1987.025		cul:as:id_025	8276955	Bob Fass papers, circa 1960-2011	http://id.library.columbia.edu/term/cb3164d0-5fb5-4f85-aa7c-767308f2f4cb	Series I: Radio Unnameable, 1963-2011	series	1	Subseries I.2: Radio Unnameable, 1970-1977	subseries	2	Sub-subseries I: Free-form radio, 1965-1983	otherlevel:sub-subseries	3	40.8071016,-73.9575438	Copyright for this file is very complicated	Muromachi;Sub-geometric	1976 July 24 - 1999 December 31	1976-07-24	1999-12-31		TRUE	reformatted digital	2081-02-20	00:37:11.637	37 minutes	sound recordings;mixed materials		Radio call-in shows;Popular music radio programs	Barcode: PRES012955				Year digitized: 2019					English	Rare Book & Manuscript Library, Columbia University		Box 68	testSet_Folder_025		testSet_BF0025	Archives	Fass, Bob, 1933---Host--Former owner;Hearst, Patricia, 1954---Performer	TRUE	BF number	BF2305	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass														cul:pdcd:customOrder_025	New York (N.Y.)		WBAI Radio (New York, N.Y.)					Radio unnameable	1778-0234	25	George, Lake (N.Y. : Lake);Siĕmréab (Cambodia)	United States of America	North America	New York	Northeast	New York	Manhattan	New York	Morningside Heights	10027	114th Street	Burnham, Jerry;Burrows, Abe, 1910-1985;Bush, George, 1924-2018;Butterfield, Alexander Porter, 1926-	Fraggle Rock (Television program);Subotnick, Morton. Liquid strata	Utopias;Presidents--Inauguration;Pornographic films;Abortion;Benefit performances	Part 1 -- Part 2 -- Part 3		Radio Unnameable 1976 July 24	sound recording	In copyright
RBML_BobFass_11749061_BF2305_01_001	RBML_BobFass_11749061_BF2305_01	asset	RBML_BobFass_11749061_BF2305_01_01_m.wav	RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2305/Master/RBML_BobFass_11749061_BF2305_01_01_m.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2305/Master/RBML_BobFass_11749061_BF2305_01_01_m.wav	external	RBML_BobFass_11749061_BF2305_01_01_s.wav	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2305/Service/RBML_BobFass_11749061_BF2305_01_01_s.wav	external	RBML_BobFass_11749061_BF2305_01_01_s.mp3	/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2305/Streaming/RBML_BobFass_11749061_BF2305_01_01_s.mp3	TBM	TRUE	DLC	Not applicable to sound recording	Finding aid content summary: Marshall Efron and Wavy Gravy, guests; phone calls on Jimmy Carter, Bela Lugosi																	Copyright for this file is very complicated							reformatted digital	2081-02-20	00:37:11.637	37 minutes				Barcode: PRES012955				Year digitized: 2019															BF number	BF2305	Original format	"1/4"" open-reel audio"	Dimensions	"7"" reel"	Base material	Polyester	Acquisition	Gift of Bob Fass											/digital/ingest/RBML/digitized/RBML_BobFass/RBML_BobFass_Batch8/RBML_BobFass_11749061_BF2305/Master/RBML_BobFass_11749061_BF2305_01_01_master.wav	https://example.org/cul-omeka/025	cul-omeka/025	cul:pdcd:customOrder_025		Do Not Publish - This asset should be preserved but not displayed to the public.		On-site Access	Reading Room, Rare Book & Manuscript Library, Columbia University	Current staff, faculty, students	Reading room only																				Radio Unnameable 1976 July 24		In copyright
